Year,State,Cause,Death_Count
2020,New South Wales,Maternal disorders,3
2020,New South Wales,Meningitis,6
2020,New South Wales,Neonatal disorders,155
2020,New South Wales,Neoplasms,15854
2020,New South Wales,Nutritional deficiencies,40
2020,New South Wales,Parkinson's disease,693
2020,New South Wales,Poisonings,443
2020,New South Wales,Protein-energy malnutrition,34
2020,New South Wales,Road injuries,370
2020,New South Wales,Self-harm,913
2020,New South Wales,Terrorism (deaths),0
2020,New South Wales,Tuberculosis,13
2020,Northern Territory,Acute hepatitis,0
2020,Northern Territory,Alcohol use disorders,2
2020,Northern Territory,Alzheimer's disease and other dementias,25
2020,Northern Territory,Cardiovascular diseases,299
2020,Northern Territory,Chronic kidney disease,14
2020,Northern Territory,Chronic respiratory diseases,64
2020,Northern Territory,Cirrhosis and other chronic liver diseases,21
2020,Northern Territory,Conflict and terrorism,0
2020,Northern Territory,Diabetes mellitus,46
2020,Northern Territory,Diarrheal diseases,2
2020,Northern Territory,Digestive diseases,53
2020,Northern Territory,Drowning,2
2020,Northern Territory,Drug use disorders,0
2020,Northern Territory,Environmental heat and cold exposure,1
2020,Northern Territory,Exposure to forces of nature,1
2020,Northern Territory,"Fire, heat, and hot substances",0
2020,Northern Territory,HIV/AIDS,0
2020,Northern Territory,Interpersonal violence,2
2020,Northern Territory,Lower respiratory infections,16
2020,Northern Territory,Malaria,0
2020,Northern Territory,Maternal disorders,0
2020,Northern Territory,Meningitis,0
2020,Northern Territory,Neonatal disorders,8
2020,Northern Territory,Neoplasms,348
2020,Northern Territory,Nutritional deficiencies,0
2020,Northern Territory,Parkinson's disease,15
2020,Northern Territory,Poisonings,10
2020,Northern Territory,Protein-energy malnutrition,0
2020,Northern Territory,Road injuries,15
2020,Northern Territory,Self-harm,30
2020,Northern Territory,Terrorism (deaths),0
2020,Northern Territory,Tuberculosis,0
2020,Queensland,Acute hepatitis,20
2020,Queensland,Alcohol use disorders,65
2020,Queensland,Alzheimer's disease and other dementias,785
2020,Queensland,Cardiovascular diseases,7786
2020,Queensland,Chronic kidney disease,346
2020,Queensland,Chronic respiratory diseases,1478
2020,Queensland,Cirrhosis and other chronic liver diseases,442
2020,Queensland,Conflict and terrorism,0
2020,Queensland,Diabetes mellitus,988
2020,Queensland,Diarrheal diseases,54
2020,Queensland,Digestive diseases,1339
2020,Queensland,Drowning,50
2020,Queensland,Drug use disorders,11
2020,Queensland,Environmental heat and cold exposure,5
2020,Queensland,Exposure to forces of nature,6
2020,Queensland,"Fire, heat, and hot substances",14
2020,Queensland,HIV/AIDS,18
2020,Queensland,Interpersonal violence,54
2020,Queensland,Lower respiratory infections,372
2020,Queensland,Malaria,0
2020,Queensland,Maternal disorders,3
2020,Queensland,Meningitis,6
2020,Queensland,Neonatal disorders,118
2020,Queensland,Neoplasms,10131
2020,Queensland,Nutritional deficiencies,41
2020,Queensland,Parkinson's disease,414
2020,Queensland,Poisonings,254
2020,Queensland,Protein-energy malnutrition,34
2020,Queensland,Road injuries,324
2020,Queensland,Self-harm,779
2020,Queensland,Terrorism (deaths),0
2020,Queensland,Tuberculosis,7
2020,South Australia,Acute hepatitis,7
2020,South Australia,Alcohol use disorders,10
2020,South Australia,Alzheimer's disease and other dementias,565
2020,South Australia,Cardiovascular diseases,3404
2020,South Australia,Chronic kidney disease,225
2020,South Australia,Chronic respiratory diseases,589
2020,South Australia,Cirrhosis and other chronic liver diseases,185
2020,South Australia,Conflict and terrorism,0
2020,South Australia,Diabetes mellitus,418
2020,South Australia,Diarrheal diseases,16
2020,South Australia,Digestive diseases,549
2020,South Australia,Drowning,8
2020,South Australia,Drug use disorders,2
2020,South Australia,Environmental heat and cold exposure,14
2020,South Australia,Exposure to forces of nature,13
2020,South Australia,"Fire, heat, and hot substances",10
2020,South Australia,HIV/AIDS,10
2020,South Australia,Interpersonal violence,12
2020,South Australia,Lower respiratory infections,187
2020,South Australia,Malaria,0
2020,South Australia,Maternal disorders,3
2020,South Australia,Meningitis,3
2020,South Australia,Neonatal disorders,23
2020,South Australia,Neoplasms,4082
2020,South Australia,Nutritional deficiencies,11
2020,South Australia,Parkinson's disease,145
2020,South Australia,Poisonings,75
2020,South Australia,Protein-energy malnutrition,7
2020,South Australia,Road injuries,109
2020,South Australia,Self-harm,229
2020,South Australia,Terrorism (deaths),0
2020,South Australia,Tuberculosis,1
2020,Tasmania,Acute hepatitis,2
2020,Tasmania,Alcohol use disorders,7
2020,Tasmania,Alzheimer's disease and other dementias,96
2020,Tasmania,Cardiovascular diseases,1129
2020,Tasmania,Chronic kidney disease,53
2020,Tasmania,Chronic respiratory diseases,242
2020,Tasmania,Cirrhosis and other chronic liver diseases,79
2020,Tasmania,Conflict and terrorism,0
2020,Tasmania,Diabetes mellitus,173
2020,Tasmania,Diarrheal diseases,8
2020,Tasmania,Digestive diseases,202
2020,Tasmania,Drowning,7
2020,Tasmania,Drug use disorders,1
2020,Tasmania,Environmental heat and cold exposure,5
2020,Tasmania,Exposure to forces of nature,4
2020,Tasmania,"Fire, heat, and hot substances",2
2020,Tasmania,HIV/AIDS,1
2020,Tasmania,Interpersonal violence,7
2020,Tasmania,Lower respiratory infections,59
2020,Tasmania,Malaria,0
2020,Tasmania,Maternal disorders,0
2020,Tasmania,Meningitis,0
2020,Tasmania,Neonatal disorders,32
2020,Tasmania,Neoplasms,1318
2020,Tasmania,Nutritional deficiencies,0
2020,Tasmania,Parkinson's disease,57
2020,Tasmania,Poisonings,37
2020,Tasmania,Protein-energy malnutrition,1
2020,Tasmania,Road injuries,55
2020,Tasmania,Self-harm,113
2020,Tasmania,Terrorism (deaths),0
2020,Tasmania,Tuberculosis,1
2020,Victoria,Acute hepatitis,23
2020,Victoria,Alcohol use disorders,51
2020,Victoria,Alzheimer's disease and other dementias,1350
2020,Victoria,Cardiovascular diseases,10218
2020,Victoria,Chronic kidney disease,857
2020,Victoria,Chronic respiratory diseases,1605
2020,Victoria,Cirrhosis and other chronic liver diseases,496
2020,Victoria,Conflict and terrorism,0
2020,Victoria,Diabetes mellitus,1291
2020,Victoria,Diarrheal diseases,52
2020,Victoria,Digestive diseases,1549
2020,Victoria,Drowning,36
2020,Victoria,Drug use disorders,8
2020,Victoria,Environmental heat and cold exposure,5
2020,Victoria,Exposure to forces of nature,9
2020,Victoria,"Fire, heat, and hot substances",32
2020,Victoria,HIV/AIDS,26
2020,Victoria,Interpersonal violence,65
2020,Victoria,Lower respiratory infections,772
2020,Victoria,Malaria,0
2020,Victoria,Maternal disorders,3
2020,Victoria,Meningitis,6
2020,Victoria,Neonatal disorders,110
2020,Victoria,Neoplasms,12065
2020,Victoria,Nutritional deficiencies,22
2020,Victoria,Parkinson's disease,512
2020,Victoria,Poisonings,459
2020,Victoria,Protein-energy malnutrition,18
2020,Victoria,Road injuries,261
2020,Victoria,Self-harm,681
2020,Victoria,Terrorism (deaths),0
2020,Victoria,Tuberculosis,9
2020,Western Australia,Acute hepatitis,8
2020,Western Australia,Alcohol use disorders,10
2020,Western Australia,Alzheimer's disease and other dementias,565
2020,Western Australia,Cardiovascular diseases,3639
2020,Western Australia,Chronic kidney disease,208
2020,Western Australia,Chronic respiratory diseases,626
2020,Western Australia,Cirrhosis and other chronic liver diseases,231
2020,Western Australia,Conflict and terrorism,0
2020,Western Australia,Diabetes mellitus,495
2020,Western Australia,Diarrheal diseases,33
2020,Western Australia,Digestive diseases,610
2020,Western Australia,Drowning,29
2020,Western Australia,Drug use disorders,5
2020,Western Australia,Environmental heat and cold exposure,5
2020,Western Australia,Exposure to forces of nature,6
2020,Western Australia,"Fire, heat, and hot substances",5
2020,Western Australia,HIV/AIDS,0
2020,Western Australia,Interpersonal violence,29
2020,Western Australia,Lower respiratory infections,200
2020,Western Australia,Malaria,0
2020,Western Australia,Maternal disorders,3
2020,Western Australia,Meningitis,3
2020,Western Australia,Neonatal disorders,48
2020,Western Australia,Neoplasms,4541
2020,Western Australia,Nutritional deficiencies,13
2020,Western Australia,Parkinson's disease,193
2020,Western Australia,Poisonings,261
2020,Western Australia,Protein-energy malnutrition,9
2020,Western Australia,Road injuries,183
2020,Western Australia,Self-harm,381
2020,Western Australia,Terrorism (deaths),0
2020,Western Australia,Tuberculosis,1
2021,Australian Capital Territory,Acute hepatitis,2
2021,Australian Capital Territory,Alcohol use disorders,4
2021,Australian Capital Territory,Alzheimer's disease and other dementias,63
2021,Australian Capital Territory,Cardiovascular diseases,551
2021,Australian Capital Territory,Chronic kidney disease,23
2021,Australian Capital Territory,Chronic respiratory diseases,144
2021,Australian Capital Territory,Cirrhosis and other chronic liver diseases,34
2021,Australian Capital Territory,Conflict and terrorism,0
2021,Australian Capital Territory,Diabetes mellitus,94
2021,Australian Capital Territory,Diarrheal diseases,2
2021,Australian Capital Territory,Digestive diseases,98
2021,Australian Capital Territory,Drowning,4
2021,Australian Capital Territory,Drug use disorders,1
2021,Australian Capital Territory,Environmental heat and cold exposure,1
2021,Australian Capital Territory,Exposure to forces of nature,3
2021,Australian Capital Territory,"Fire, heat, and hot substances",0
2021,Australian Capital Territory,HIV/AIDS,0
2021,Australian Capital Territory,Interpersonal violence,6
2021,Australian Capital Territory,Lower respiratory infections,29
2021,Australian Capital Territory,Malaria,0
2021,Australian Capital Territory,Maternal disorders,0
2021,Australian Capital Territory,Meningitis,0
2021,Australian Capital Territory,Neonatal disorders,12
2021,Australian Capital Territory,Neoplasms,649
2021,Australian Capital Territory,Nutritional deficiencies,1
2021,Australian Capital Territory,Parkinson's disease,31
2021,Australian Capital Territory,Poisonings,18
2021,Australian Capital Territory,Protein-energy malnutrition,1
2021,Australian Capital Territory,Road injuries,27
2021,Australian Capital Territory,Self-harm,53
2021,Australian Capital Territory,Terrorism (deaths),0
2021,Australian Capital Territory,Tuberculosis,1
2021,New South Wales,Acute hepatitis,35
2021,New South Wales,Alcohol use disorders,147
2021,New South Wales,Alzheimer's disease and other dementias,1517
2021,New South Wales,Cardiovascular diseases,14341
2021,New South Wales,Chronic kidney disease,904
2021,New South Wales,Chronic respiratory diseases,2622
2021,New South Wales,Cirrhosis and other chronic liver diseases,731
2021,New South Wales,Conflict and terrorism,0
2021,New South Wales,Diabetes mellitus,1886
2021,New South Wales,Diarrheal diseases,116
2021,New South Wales,Digestive diseases,2378
2021,New South Wales,Drowning,58
2021,New South Wales,Drug use disorders,16
2021,New South Wales,Environmental heat and cold exposure,4
2021,New South Wales,Exposure to forces of nature,9
2021,New South Wales,"Fire, heat, and hot substances",27
2021,New South Wales,HIV/AIDS,34
2021,New South Wales,Interpersonal violence,56
2021,New South Wales,Lower respiratory infections,674
2021,New South Wales,Malaria,0
2021,New South Wales,Maternal disorders,0
2021,New South Wales,Meningitis,9
2021,New South Wales,Neonatal disorders,181
2021,New South Wales,Neoplasms,16730
2021,New South Wales,Nutritional deficiencies,55
2021,New South Wales,Parkinson's disease,757
2021,New South Wales,Poisonings,421
2021,New South Wales,Protein-energy malnutrition,47
2021,New South Wales,Road injuries,334
2021,New South Wales,Self-harm,932
2021,New South Wales,Terrorism (deaths),0
2021,New South Wales,Tuberculosis,13
2021,Northern Territory,Acute hepatitis,2
2021,Northern Territory,Alcohol use disorders,2
2021,Northern Territory,Alzheimer's disease and other dementias,35
2021,Northern Territory,Cardiovascular diseases,303
2021,Northern Territory,Chronic kidney disease,13
2021,Northern Territory,Chronic respiratory diseases,80
2021,Northern Territory,Cirrhosis and other chronic liver diseases,19
2021,Northern Territory,Conflict and terrorism,0
2021,Northern Territory,Diabetes mellitus,52
2021,Northern Territory,Diarrheal diseases,1
2021,Northern Territory,Digestive diseases,54
2021,Northern Territory,Drowning,2
2021,Northern Territory,Drug use disorders,1
2021,Northern Territory,Environmental heat and cold exposure,1
2021,Northern Territory,Exposure to forces of nature,1
2021,Northern Territory,"Fire, heat, and hot substances",0
2021,Northern Territory,HIV/AIDS,0
2021,Northern Territory,Interpersonal violence,3
2021,Northern Territory,Lower respiratory infections,16
2021,Northern Territory,Malaria,0
2021,Northern Territory,Maternal disorders,0
2021,Northern Territory,Meningitis,0
2021,Northern Territory,Neonatal disorders,6
2021,Northern Territory,Neoplasms,357
2021,Northern Territory,Nutritional deficiencies,1
2021,Northern Territory,Parkinson's disease,18
2021,Northern Territory,Poisonings,10
2021,Northern Territory,Protein-energy malnutrition,0
2021,Northern Territory,Road injuries,15
2021,Northern Territory,Self-harm,29
2021,Northern Territory,Terrorism (deaths),0
2021,Northern Territory,Tuberculosis,0
2021,Queensland,Acute hepatitis,32
2021,Queensland,Alcohol use disorders,75
2021,Queensland,Alzheimer's disease and other dementias,930
2021,Queensland,Cardiovascular diseases,8729
2021,Queensland,Chronic kidney disease,351
2021,Queensland,Chronic respiratory diseases,1597
2021,Queensland,Cirrhosis and other chronic liver diseases,497
2021,Queensland,Conflict and terrorism,0
2021,Queensland,Diabetes mellitus,1001
2021,Queensland,Diarrheal diseases,67
2021,Queensland,Digestive diseases,1454
2021,Queensland,Drowning,44
2021,Queensland,Drug use disorders,7
2021,Queensland,Environmental heat and cold exposure,1
2021,Queensland,Exposure to forces of nature,6
2021,Queensland,"Fire, heat, and hot substances",14
2021,Queensland,HIV/AIDS,22
2021,Queensland,Interpersonal violence,45
2021,Queensland,Lower respiratory infections,366
2021,Queensland,Malaria,0
2021,Queensland,Maternal disorders,3
2021,Queensland,Meningitis,6
2021,Queensland,Neonatal disorders,131
2021,Queensland,Neoplasms,10432
2021,Queensland,Nutritional deficiencies,34
2021,Queensland,Parkinson's disease,467
2021,Queensland,Poisonings,245
2021,Queensland,Protein-energy malnutrition,29
2021,Queensland,Road injuries,370
2021,Queensland,Self-harm,796
2021,Queensland,Terrorism (deaths),0
2021,Queensland,Tuberculosis,1
2021,South Australia,Acute hepatitis,9
2021,South Australia,Alcohol use disorders,18
2021,South Australia,Alzheimer's disease and other dementias,613
2021,South Australia,Cardiovascular diseases,3549
2021,South Australia,Chronic kidney disease,209
2021,South Australia,Chronic respiratory diseases,646
2021,South Australia,Cirrhosis and other chronic liver diseases,192
2021,South Australia,Conflict and terrorism,0
2021,South Australia,Diabetes mellitus,437
2021,South Australia,Diarrheal diseases,25
2021,South Australia,Digestive diseases,595
2021,South Australia,Drowning,11
2021,South Australia,Drug use disorders,1
2021,South Australia,Environmental heat and cold exposure,9
2021,South Australia,Exposure to forces of nature,8
2021,South Australia,"Fire, heat, and hot substances",5
2021,South Australia,HIV/AIDS,0
2021,South Australia,Interpersonal violence,13
2021,South Australia,Lower respiratory infections,202
2021,South Australia,Malaria,0
2021,South Australia,Maternal disorders,4
2021,South Australia,Meningitis,0
2021,South Australia,Neonatal disorders,32
2021,South Australia,Neoplasms,4158
2021,South Australia,Nutritional deficiencies,9
2021,South Australia,Parkinson's disease,170
2021,South Australia,Poisonings,92
2021,South Australia,Protein-energy malnutrition,9
2021,South Australia,Road injuries,118
2021,South Australia,Self-harm,228
2021,South Australia,Terrorism (deaths),0
2021,South Australia,Tuberculosis,4
2021,Tasmania,Acute hepatitis,5
2021,Tasmania,Alcohol use disorders,9
2021,Tasmania,Alzheimer's disease and other dementias,131
2021,Tasmania,Cardiovascular diseases,1147
2021,Tasmania,Chronic kidney disease,48
2021,Tasmania,Chronic respiratory diseases,300
2021,Tasmania,Cirrhosis and other chronic liver diseases,72
2021,Tasmania,Conflict and terrorism,0
2021,Tasmania,Diabetes mellitus,197
2021,Tasmania,Diarrheal diseases,4
2021,Tasmania,Digestive diseases,205
2021,Tasmania,Drowning,7
2021,Tasmania,Drug use disorders,3
2021,Tasmania,Environmental heat and cold exposure,2
2021,Tasmania,Exposure to forces of nature,6
2021,Tasmania,"Fire, heat, and hot substances",0
2021,Tasmania,HIV/AIDS,0
2021,Tasmania,Interpersonal violence,11
2021,Tasmania,Lower respiratory infections,60
2021,Tasmania,Malaria,0
2021,Tasmania,Maternal disorders,0
2021,Tasmania,Meningitis,0
2021,Tasmania,Neonatal disorders,24
2021,Tasmania,Neoplasms,1350
2021,Tasmania,Nutritional deficiencies,2
2021,Tasmania,Parkinson's disease,65
2021,Tasmania,Poisonings,38
2021,Tasmania,Protein-energy malnutrition,2
2021,Tasmania,Road injuries,57
2021,Tasmania,Self-harm,109
2021,Tasmania,Terrorism (deaths),0
2021,Tasmania,Tuberculosis,2
2021,Victoria,Acute hepatitis,32
2021,Victoria,Alcohol use disorders,59
2021,Victoria,Alzheimer's disease and other dementias,1450
2021,Victoria,Cardiovascular diseases,10387
2021,Victoria,Chronic kidney disease,949
2021,Victoria,Chronic respiratory diseases,1779
2021,Victoria,Cirrhosis and other chronic liver diseases,580
2021,Victoria,Conflict and terrorism,0
2021,Victoria,Diabetes mellitus,1278
2021,Victoria,Diarrheal diseases,77
2021,Victoria,Digestive diseases,1728
2021,Victoria,Drowning,45
2021,Victoria,Drug use disorders,7
2021,Victoria,Environmental heat and cold exposure,8
2021,Victoria,Exposure to forces of nature,10
2021,Victoria,"Fire, heat, and hot substances",24
2021,Victoria,HIV/AIDS,15
2021,Victoria,Interpersonal violence,68
2021,Victoria,Lower respiratory infections,679
2021,Victoria,Malaria,0
2021,Victoria,Maternal disorders,7
2021,Victoria,Meningitis,8
2021,Victoria,Neonatal disorders,123
2021,Victoria,Neoplasms,12413
2021,Victoria,Nutritional deficiencies,37
2021,Victoria,Parkinson's disease,538
2021,Victoria,Poisonings,386
2021,Victoria,Protein-energy malnutrition,32
2021,Victoria,Road injuries,284
2021,Victoria,Self-harm,679
2021,Victoria,Terrorism (deaths),0
2021,Victoria,Tuberculosis,15
2021,Western Australia,Acute hepatitis,7
2021,Western Australia,Alcohol use disorders,23
2021,Western Australia,Alzheimer's disease and other dementias,616
2021,Western Australia,Cardiovascular diseases,4007
2021,Western Australia,Chronic kidney disease,193
2021,Western Australia,Chronic respiratory diseases,667
2021,Western Australia,Cirrhosis and other chronic liver diseases,211
2021,Western Australia,Conflict and terrorism,0
2021,Western Australia,Diabetes mellitus,474
2021,Western Australia,Diarrheal diseases,32
2021,Western Australia,Digestive diseases,628
2021,Western Australia,Drowning,22
2021,Western Australia,Drug use disorders,4
2021,Western Australia,Environmental heat and cold exposure,7
2021,Western Australia,Exposure to forces of nature,8
2021,Western Australia,"Fire, heat, and hot substances",12
2021,Western Australia,HIV/AIDS,10
2021,Western Australia,Interpersonal violence,25
2021,Western Australia,Lower respiratory infections,254
2021,Western Australia,Malaria,0
2021,Western Australia,Maternal disorders,0
2021,Western Australia,Meningitis,5
2021,Western Australia,Neonatal disorders,32
2021,Western Australia,Neoplasms,4610
2021,Western Australia,Nutritional deficiencies,10
2021,Western Australia,Parkinson's disease,218
2021,Western Australia,Poisonings,225
2021,Western Australia,Protein-energy malnutrition,10
2021,Western Australia,Road injuries,194
2021,Western Australia,Self-harm,394
2021,Western Australia,Terrorism (deaths),0
2021,Western Australia,Tuberculosis,5
2022,Australian Capital Territory,Acute hepatitis,2
2022,Australian Capital Territory,Alcohol use disorders,3
2022,Australian Capital Territory,Alzheimer's disease and other dementias,60
2022,Australian Capital Territory,Cardiovascular diseases,583
2022,Australian Capital Territory,Chronic kidney disease,28
2022,Australian Capital Territory,Chronic respiratory diseases,136
2022,Australian Capital Territory,Cirrhosis and other chronic liver diseases,38
2022,Australian Capital Territory,Conflict and terrorism,0
2022,Australian Capital Territory,Diabetes mellitus,102
2022,Australian Capital Territory,Diarrheal diseases,5
2022,Australian Capital Territory,Digestive diseases,119
2022,Australian Capital Territory,Drowning,3
2022,Australian Capital Territory,Drug use disorders,2
2022,Australian Capital Territory,Environmental heat and cold exposure,4
2022,Australian Capital Territory,Exposure to forces of nature,2
2022,Australian Capital Territory,"Fire, heat, and hot substances",1
2022,Australian Capital Territory,HIV/AIDS,0
2022,Australian Capital Territory,Interpersonal violence,7
2022,Australian Capital Territory,Lower respiratory infections,25
2022,Australian Capital Territory,Malaria,0
2022,Australian Capital Territory,Maternal disorders,0
2022,Australian Capital Territory,Meningitis,0
2022,Australian Capital Territory,Neonatal disorders,12
2022,Australian Capital Territory,Neoplasms,687
2022,Australian Capital Territory,Nutritional deficiencies,3
2022,Australian Capital Territory,Parkinson's disease,31
2022,Australian Capital Territory,Poisonings,17
2022,Australian Capital Territory,Protein-energy malnutrition,2
2022,Australian Capital Territory,Road injuries,37
2022,Australian Capital Territory,Self-harm,53
2022,Australian Capital Territory,Terrorism (deaths),0
2022,Australian Capital Territory,Tuberculosis,0
2022,New South Wales,Acute hepatitis,31
2022,New South Wales,Alcohol use disorders,185
2022,New South Wales,Alzheimer's disease and other dementias,1588
2022,New South Wales,Cardiovascular diseases,15329
2022,New South Wales,Chronic kidney disease,1012
2022,New South Wales,Chronic respiratory diseases,2809
2022,New South Wales,Cirrhosis and other chronic liver diseases,836
2022,New South Wales,Conflict and terrorism,0
2022,New South Wales,Diabetes mellitus,2041
2022,New South Wales,Diarrheal diseases,135
2022,New South Wales,Digestive diseases,2528
2022,New South Wales,Drowning,84
2022,New South Wales,Drug use disorders,15
2022,New South Wales,Environmental heat and cold exposure,12
2022,New South Wales,Exposure to forces of nature,35
2022,New South Wales,"Fire, heat, and hot substances",30
2022,New South Wales,HIV/AIDS,18
2022,New South Wales,Interpersonal violence,68
2022,New South Wales,Lower respiratory infections,894
2022,New South Wales,Malaria,0
2022,New South Wales,Maternal disorders,4
2022,New South Wales,Meningitis,7
2022,New South Wales,Neonatal disorders,151
2022,New South Wales,Neoplasms,16939
2022,New South Wales,Nutritional deficiencies,69
2022,New South Wales,Parkinson's disease,790
2022,New South Wales,Poisonings,384
2022,New South Wales,Protein-energy malnutrition,64
2022,New South Wales,Road injuries,362
2022,New South Wales,Self-harm,940
2022,New South Wales,Terrorism (deaths),0
2022,New South Wales,Tuberculosis,20
2022,Northern Territory,Acute hepatitis,1
2022,Northern Territory,Alcohol use disorders,2
2022,Northern Territory,Alzheimer's disease and other dementias,32
2022,Northern Territory,Cardiovascular diseases,321
2022,Northern Territory,Chronic kidney disease,15
2022,Northern Territory,Chronic respiratory diseases,75
2022,Northern Territory,Cirrhosis and other chronic liver diseases,21
2022,Northern Territory,Conflict and terrorism,0
2022,Northern Territory,Diabetes mellitus,56
2022,Northern Territory,Diarrheal diseases,3
2022,Northern Territory,Digestive diseases,66
2022,Northern Territory,Drowning,1
2022,Northern Territory,Drug use disorders,1
2022,Northern Territory,Environmental heat and cold exposure,2
2022,Northern Territory,Exposure to forces of nature,2
2022,Northern Territory,"Fire, heat, and hot substances",1
2022,Northern Territory,HIV/AIDS,0
2022,Northern Territory,Interpersonal violence,5
2022,Northern Territory,Lower respiratory infections,14
2022,Northern Territory,Malaria,0
2022,Northern Territory,Maternal disorders,0
2022,Northern Territory,Meningitis,0
2022,Northern Territory,Neonatal disorders,6
2022,Northern Territory,Neoplasms,378
2022,Northern Territory,Nutritional deficiencies,1
2022,Northern Territory,Parkinson's disease,17
2022,Northern Territory,Poisonings,10
2022,Northern Territory,Protein-energy malnutrition,2
2022,Northern Territory,Road injuries,20
2022,Northern Territory,Self-harm,29
2022,Northern Territory,Terrorism (deaths),0
2022,Northern Territory,Tuberculosis,0
2022,Queensland,Acute hepatitis,20
2022,Queensland,Alcohol use disorders,110
2022,Queensland,Alzheimer's disease and other dementias,980
2022,Queensland,Cardiovascular diseases,9208
2022,Queensland,Chronic kidney disease,380
2022,Queensland,Chronic respiratory diseases,1802
2022,Queensland,Cirrhosis and other chronic liver diseases,561
2022,Queensland,Conflict and terrorism,0
2022,Queensland,Diabetes mellitus,1140
2022,Queensland,Diarrheal diseases,64
2022,Queensland,Digestive diseases,1638
2022,Queensland,Drowning,64
2022,Queensland,Drug use disorders,12
2022,Queensland,Environmental heat and cold exposure,8
2022,Queensland,Exposure to forces of nature,26
2022,Queensland,"Fire, heat, and hot substances",16
2022,Queensland,HIV/AIDS,17
2022,Queensland,Interpersonal violence,51
2022,Queensland,Lower respiratory infections,540
2022,Queensland,Malaria,0
2022,Queensland,Maternal disorders,4
2022,Queensland,Meningitis,7
2022,Queensland,Neonatal disorders,143
2022,Queensland,Neoplasms,10942
2022,Queensland,Nutritional deficiencies,39
2022,Queensland,Parkinson's disease,527
2022,Queensland,Poisonings,214
2022,Queensland,Protein-energy malnutrition,31
2022,Queensland,Road injuries,324
2022,Queensland,Self-harm,799
2022,Queensland,Terrorism (deaths),0
2022,Queensland,Tuberculosis,3
2022,South Australia,Acute hepatitis,3
2022,South Australia,Alcohol use disorders,16
2022,South Australia,Alzheimer's disease and other dementias,590
2022,South Australia,Cardiovascular diseases,3559
2022,South Australia,Chronic kidney disease,223
2022,South Australia,Chronic respiratory diseases,714
2022,South Australia,Cirrhosis and other chronic liver diseases,223
2022,South Australia,Conflict and terrorism,0
2022,South Australia,Diabetes mellitus,488
2022,South Australia,Diarrheal diseases,26
2022,South Australia,Digestive diseases,640
2022,South Australia,Drowning,11
2022,South Australia,Drug use disorders,2
2022,South Australia,Environmental heat and cold exposure,3
2022,South Australia,Exposure to forces of nature,8
2022,South Australia,"Fire, heat, and hot substances",6
2022,South Australia,HIV/AIDS,4
2022,South Australia,Interpersonal violence,12
2022,South Australia,Lower respiratory infections,243
2022,South Australia,Malaria,0
2022,South Australia,Maternal disorders,0
2022,South Australia,Meningitis,4
2022,South Australia,Neonatal disorders,21
2022,South Australia,Neoplasms,4057
2022,South Australia,Nutritional deficiencies,5
2022,South Australia,Parkinson's disease,201
2022,South Australia,Poisonings,105
2022,South Australia,Protein-energy malnutrition,3
2022,South Australia,Road injuries,87
2022,South Australia,Self-harm,243
2022,South Australia,Terrorism (deaths),0
2022,South Australia,Tuberculosis,0
2022,Tasmania,Acute hepatitis,5
2022,Tasmania,Alcohol use disorders,7
2022,Tasmania,Alzheimer's disease and other dementias,124
2022,Tasmania,Cardiovascular diseases,1214
2022,Tasmania,Chronic kidney disease,58
2022,Tasmania,Chronic respiratory diseases,283
2022,Tasmania,Cirrhosis and other chronic liver diseases,80
2022,Tasmania,Conflict and terrorism,0
2022,Tasmania,Diabetes mellitus,212
2022,Tasmania,Diarrheal diseases,11
2022,Tasmania,Digestive diseases,248
2022,Tasmania,Drowning,6
2022,Tasmania,Drug use disorders,4
2022,Tasmania,Environmental heat and cold exposure,9
2022,Tasmania,Exposure to forces of nature,5
2022,Tasmania,"Fire, heat, and hot substances",3
2022,Tasmania,HIV/AIDS,0
2022,Tasmania,Interpersonal violence,15
2022,Tasmania,Lower respiratory infections,52
2022,Tasmania,Malaria,0
2022,Tasmania,Maternal disorders,0
2022,Tasmania,Meningitis,0
2022,Tasmania,Neonatal disorders,24
2022,Tasmania,Neoplasms,1428
2022,Tasmania,Nutritional deficiencies,6
2022,Tasmania,Parkinson's disease,65
2022,Tasmania,Poisonings,36
2022,Tasmania,Protein-energy malnutrition,5
2022,Tasmania,Road injuries,76
2022,Tasmania,Self-harm,110
2022,Tasmania,Terrorism (deaths),0
2022,Tasmania,Tuberculosis,1
2022,Victoria,Acute hepatitis,24
2022,Victoria,Alcohol use disorders,68
2022,Victoria,Alzheimer's disease and other dementias,1598
2022,Victoria,Cardiovascular diseases,10951
2022,Victoria,Chronic kidney disease,971
2022,Victoria,Chronic respiratory diseases,2023
2022,Victoria,Cirrhosis and other chronic liver diseases,629
2022,Victoria,Conflict and terrorism,0
2022,Victoria,Diabetes mellitus,1502
2022,Victoria,Diarrheal diseases,99
2022,Victoria,Digestive diseases,1799
2022,Victoria,Drowning,39
2022,Victoria,Drug use disorders,11
2022,Victoria,Environmental heat and cold exposure,1
2022,Victoria,Exposure to forces of nature,6
2022,Victoria,"Fire, heat, and hot substances",31
2022,Victoria,HIV/AIDS,21
2022,Victoria,Interpersonal violence,50
2022,Victoria,Lower respiratory infections,923
2022,Victoria,Malaria,0
2022,Victoria,Maternal disorders,4
2022,Victoria,Meningitis,5
